Training Package Code,Training Package Title,Training Package Status,Training Package Release,Training Package Release Date,National Code,National Title,Specialisations,NRT Type,Usage Recommendation,Usage Recommendation Start Date,NRT Status,Currency Period Start Date,Currency Period End Date,Superseded by,Is Equivalent,Supersedes,Is Equivalent,Mapped Release Number,Mapped Release Date,Latest Release Number,Latest Release Date,Parent Training Package Code,Parent Training Package Title,Is Confidential,Training Package Developer,Copyright Holder,Copyright Holder Job Title,Copyright Holder Group Name,Copyright Holder Organisation,Copyright Holder Email,Recognition Manager,ANZSCO Code,ANZSCO Name,ASCO Code,ASCO Name,ASCED6 Code,ASCED6 Name,ASCED4 Code,ASCED4 Name,Taxonomy (Industry),Taxonomy (Occupation),Qualification Level Code,Qualification Level Name,Licencing,Has Work Placement Hours,Work Placement Hours,Pre-requisite
CPC08,"Construction, Plumbing and Services Training Package",Current,9.9,11/11/2021,CPC32912,Certificate III in Construction Crane Operations,False,Qualification,Superseded,26/11/2020,Superseded,07/02/2013,25/11/2020,CPC32920,True,,,2,17/01/2017,2,17/01/2017,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,712111,"Crane, Hoist Or Lift Operator",7122-11,"Crane, Hoist Or Lift Operator",,,0307,Mechanical And Industrial Engineering And Technology,Building and Construction,Crane Operator,514,Certificate III,,False,,False
CPC08,"Construction, Plumbing and Services Training Package",Current,9.9,11/11/2021,CPC40110,Certificate IV in Building and Construction (Building),False,Qualification,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPC40120,True,CPC40108,False,8,11/11/2021,8,11/11/2021,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,312112,Building Associate,3121-11,Building Associate,,,0403,Building,Construction Services;Building Trades,Builder;Construction Manager,511,Certificate IV,,False,,False
CPC08,"Construction, Plumbing and Services Training Package",Current,9.9,11/11/2021,CPC40208,Certificate IV in Building and Construction (Contract Administration),False,Qualification,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPC40320,True,,,4,11/11/2021,4,11/11/2021,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,511111,Contract Administrator,3292-11,Project Or Program Administrator,,,0403,Building,Construction Services,Building Contract Administrator,511,Certificate IV,,False,,False
CPC08,"Construction, Plumbing and Services Training Package",Current,9.9,11/11/2021,CPC40308,Certificate IV in Building and Construction (Estimating),False,Qualification,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPC40320,True,,,6,11/11/2021,6,11/11/2021,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,312114,Construction Estimator,3121-11,Building Associate,,,0403,Building,Construction Services,Building Estimator;Building Scheduler,511,Certificate IV,,False,,False
CPC08,"Construction, Plumbing and Services Training Package",Current,9.9,11/11/2021,CPC40508,Certificate IV in Building and Construction (Site Management),False,Qualification,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPC40120,True,,,7,11/11/2021,7,11/11/2021,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,312112,Building Associate,3121-11,Building Associate,,,0403,Building,Construction Services,Building Site Manager;Construction Foreman,511,Certificate IV,,False,,False
CPC08,"Construction, Plumbing and Services Training Package",Current,9.9,11/11/2021,CPC40808,Certificate IV in Swimming Pool and Spa Building,False,Qualification,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPC40820,False,,,6,11/11/2021,6,11/11/2021,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,312112,Building Associate,3121-11,Building Associate,,,0403,Building,Construction Services,Swimming Pool and Spa Builder,511,Certificate IV,,False,,False
CPC08,"Construction, Plumbing and Services Training Package",Current,9.9,11/11/2021,CPC40912,Certificate IV in Plumbing and Services,False,Qualification,Superseded,26/11/2020,Superseded,07/02/2013,25/11/2020,CPC40920,False,CPC40911,False,4,11/11/2021,4,11/11/2021,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,334116,Plumber (General),4431-11,General Plumber,,,0403,Building,Building Trades,Pumbing Supervisor,511,Certificate IV,,False,,False
CPC08,"Construction, Plumbing and Services Training Package",Current,9.9,11/11/2021,CPC41013,Certificate IV in Demolition,False,Qualification,Superseded,26/11/2020,Superseded,17/01/2014,25/11/2020,CPC41020,True,,,4,11/11/2021,4,11/11/2021,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,312112,Building Associate,3121-11,Building Associate,,,0403,Building,Building and Construction,Demolisher,511,Certificate IV,,False,,False
CPC08,"Construction, Plumbing and Services Training Package",Current,9.9,11/11/2021,CPC50210,Diploma of Building and Construction (Building),False,Qualification,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPC50220,True,CPC50208,False,6,17/01/2017,6,17/01/2017,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,133112,Project Builder,1191-11,Construction Project Manager,,,0403,Building,Building Trades,Builder,421,Diploma,,False,,False
CPC08,"Construction, Plumbing and Services Training Package",Current,9.9,11/11/2021,CPC50308,Diploma of Building and Construction (Management),False,Qualification,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPC50320,False,,,3,17/01/2017,3,17/01/2017,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,133112,Project Builder,1191-11,Construction Project Manager,,,0403,Building,Construction Services,Construction Manager;Estimating Manager;Project Manager (Building and Construction);Sales Manager (Building and Construction),421,Diploma,,False,,False
CPC08,"Construction, Plumbing and Services Training Package",Current,9.9,11/11/2021,CPC50509,Diploma of Fire Systems Design,False,Qualification,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPC50520,True,,,4,11/11/2021,4,11/11/2021,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,312511,Mechanical Engineering Draftsperson,3125-11,Mechanical Engineering Associate,,,0403,Building,Fire Protection;Building Design,Fire Systems Designer,421,Diploma,,False,,False
CPC08,"Construction, Plumbing and Services Training Package",Current,9.9,11/11/2021,CPC50612,Diploma of Hydraulic Services Design,False,Qualification,Superseded,26/11/2020,Superseded,07/02/2013,25/11/2020,CPC50620,True,CPC50611,False,3,11/11/2021,3,11/11/2021,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,312914,Other Draftsperson,3129-79,Building And Engineering Associate Professionals Nec,,,0403,Building,Building and Construction,Hydraulic Design Consultant,421,Diploma,,False,,False
CPC08,"Construction, Plumbing and Services Training Package",Current,9.9,11/11/2021,CPC60108,Advanced Diploma of Building Surveying,False,Qualification,Superseded,04/06/2015,Superseded,19/05/2011,03/06/2015,CPC60115,False,,,3,11/11/2021,3,11/11/2021,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,312113,Building Inspector,3121,"Building, Architectural And Surveying Associate Professionals",,,0403,Building,Surveying,Senior Building Surveyor,411,Advanced Diploma,,False,,False
CPC08,"Construction, Plumbing and Services Training Package",Current,9.9,11/11/2021,CPC60212,Advanced Diploma of Building and Construction (Management),False,Qualification,Superseded,26/11/2020,Superseded,07/02/2013,25/11/2020,CPC60220,True,CPC60208,False,2,17/01/2017,2,17/01/2017,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,133111,Construction Project Manager,1191-11,Construction Project Manager,,,0403,Building,Building and Construction,Construction Manager,411,Advanced Diploma,,False,,False
CPC08,"Construction, Plumbing and Services Training Package",Current,9.9,11/11/2021,CPC70109,Graduate Certificate in Fire Systems Design Management,False,Qualification,Superseded,04/06/2015,Superseded,19/05/2011,03/06/2015,CPC80115,True,,,1,19/05/2011,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,312511,Mechanical Engineering Draftsperson,3125-11,Mechanical Engineering Associate,,,0403,Building,Building Design,Fire Systems Design Engineering Technician,221,Graduate Certificate,,False,,False
