Training Package Code,Training Package Title,Training Package Status,National Code,National Title,Specialisations,NRT Type,Usage Recommendation,Usage Recommendation Start Date,NRT Status,Currency Period Start Date,Currency Period End Date,Superseded by,Is Equivalent,Supersedes,Is Equivalent,Latest Release Number,Latest Release Date,Parent Training Package Code,Parent Training Package Title,Is Confidential,Training Package Developer,Copyright Holder,Copyright Holder Job Title,Copyright Holder Group Name,Copyright Holder Organisation,Copyright Holder Email,Recognition Manager,ANZSCO Code,ANZSCO Name,ASCO Code,ASCO Name,ASCED6 Code,ASCED6 Name,ASCED4 Code,ASCED4 Name,Taxonomy (Industry),Taxonomy (Occupation),Qualification Level Code,Qualification Level Name,Licencing,Has Work Placement Hours,Work Placement Hours,Pre-requisite,Elements and Performance Criteria,Performance Evidence,Knowledge Evidence,Assessment Conditions,Foundation Skills
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCBL2002A,Use bricklaying and blocklaying tools and equipment,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCBL2002,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,040309,Bricklaying And Stonemasonry,,,,,,,,False,,False,"Element Performance criteria    1. Prepare for work.   1.1. Work instructions, including plans, specifications, quality requirements and operational details, are obtained, confirmed and applied from relevant information. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Signage and barricade requirements are identified and implemented.1.4. Environmental requirements are identified for the project in accordance with environmental plans and statutory and regulatory authority obligations, and are applied.      2. Identify hand and power tools.   2.1. Types and functions of bricklaying and blocklaying hand and power tools, plant and equipment to be used in the bricklaying and blocklaying work are identified. 2.2. Methods of operation of hand and power tools are identified from specifications, standards and manufacturers' instructions.2.3. Specific OHS requirements for specific hand and power tools are identified and applied.2.4. Personal protective equipment required for the operation of the tools is identified in accordance with regulatory and workplace requirements.     3. Select tools for work.   3.1. Tools and personal protective equipment are selected consistent with job requirements and bricklaying and blocklaying tasks. 3.2. Tools, including leads and hoses, are checked for tags, serviceability and safety and any faults are reported to supervisor.3.3. Power tools guards, guides and controls are checked and maintained in accordance with manufacturer recommendations.3.4. Equipment to hold or support material during operation is selected and inspected for faults.3.5. Pre-operational checks, including lubricants, hydraulic fluid and water are completed, where required, according to manufacturer recommendations.     4. Use tools.   4.1. Power and compressed air supply to work area are connected in accordance with regulatory requirements and codes of practice.4.2. Start up and shut down procedures are observed.4.3. Tools are used safely and effectively according to manufacturer recommendations and regulatory requirements.4.4. Tools are safely located when not in use.     5. Identify and select plant and equipment.   5.1. Function and limitations of plant and equipment to be used in the bricklaying and blocklaying work are identified.5.2. Method of operation of plant and equipment is identified from specifications, standards and manufacturers' instructions.5.3. OHS requirements for specific plant and equipment, including requirements for guarding, guiding and controls, are identified and applied.5.4. Personal protective equipment required for the operation of plant and equipment is identified in accordance with regulatory and workplace requirements.5.5. Items of plant and equipment are selected consistent with hazard minimisation and needs of the job.5.6. Plant and equipment are checked for safety, and faults are reported to supervisor.5.7. OHS requirements for operating and using plant and equipment are recognised and adhered to.     6. Use plant and equipment.   6.1. Start up and shut down procedures are observed.6.2. Plant and equipment are used safely and effectively according to manufacturer recommendations and statutory and regulatory authority requirements.6.3. Plant and equipment are safely switched and located when not in use.     7. Clean up.   7.1. Work area is cleared and materials disposed of, reused or recycled in accordance with legislation, regulations, codes of practice and job specification.7.2. Machinery, tools and equipment are cleaned, checked, maintained and stored in accordance with manufacturer recommendations and standard work practices.",,,,
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCBL3001A,Lay paving,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCBL3001,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,040399,"Building, N.e.c.",,,,,,,,False,,False,"Element Performance criteria    1. Prepare for work.   1.1. Work instructions, including plans, specifications, quality requirements and operational details, are obtained, confirmed and applied from relevant information. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Signage and barricade requirements are identified and implemented.1.4. Plant, tools and equipment are selected to carry out tasks are consistent with job requirements, checked for serviceability, and any faults are rectified or reported prior to commencement. 1.5. Material quantity requirements are calculated in accordance with plans and specifications.1.6. Materials appropriate to the work application are identified, obtained, prepared, safely handled and located ready for use. 1.7. Environmental requirements are identified for the project in accordance with environmental plans and statutory and regulatory authority obligations, and are applied.      2. Set out work area.   2.1. Location and area of paved area are identified from plans and specifications. 2.2. Sub-soil and footing types are identified and classified according to standards.2.3. Underground services are located and avoided throughout work process.2.4. Location and shape of paving area are set out to dimensions from plans and specifications.     3. Lay paving.   3.1. Area is excavated to required depth, allowing for base and thickness of unit and specified finish level.3.2. Drainage pipes are positioned in sub soil in accordance with regulatory authorities' requirements, plans and specifications.3.3. Mortar for masonry paving is mixed to specifications and standards.3.4. Substrate base material is spread and compacted to specifications. 3.5. Bedding material is spread and screeded to designed level and alignment. 3.6. Edge boards are positioned to set out and specifications.3.7. Paving surface is graded to fall evenly, without ponding, to outlets or surface run-off system.3.8. Initial starting line is determined and pavers are laid to line conforming with specified pattern.3.9. Paving units and segments are cut and laid to designed pattern and specifications, with joints to specifications and surface finish aligned.3.10. Finished level is maintained across junctions between different finishes.3.11. Paving installation is completed with joints finished to specifications. 3.12. Paving surface is cleaned on completion to specifications.     4. Clean up.   4.1. Work area is cleared and materials disposed of, reused or recycled in accordance with legislation, regulations, codes of practice and job specification.4.2. Plant, tools and equipment are cleaned, checked, maintained and stored in accordance with manufacturer recommendations and standard work practices.",,,,
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCBL3002A,Carry out masonry veneer construction,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCBL3002,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,040309,Bricklaying And Stonemasonry,,,,,,,,False,,False,"Element Performance criteria    1. Prepare for work.   1.1. Work instructions, including plans, specifications, quality requirements and operational details, are obtained, confirmed and applied from relevant information to determine bricklaying and blocklaying tasks. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Signage and barricade requirements are identified and implemented.1.4. Plant, tools and equipment selected to carry out tasks are consistent with job requirements, checked for serviceability, and any faults are rectified or reported prior to commencement. 1.5. Material quantity requirements are calculated in accordance with plans, specifications and quality requirements. 1.6. Materials appropriate to work application, including required fire resistance rating, are identified, obtained, prepared, safely handled and located ready for use. 1.7. Environmental requirements are identified for the project in accordance with environmental plans and statutory and regulatory authority obligations, and are applied.      2. Set out brickwork/blockwork.   2.1. Bricks/ blocks are identified, selected and checked for conformity with specifications and compliance with standards.2.2. Work platform is erected in accordance with regulatory and workplace requirements.2.3. Location and structural details of brickwork/blockwork are identified from plans and job specifications.2.4. Base brickwork below floor construction is set out to location, dimensions and specifications in compliance with standards. 2.5. Brickwork/blockwork is set out to location and dimensions from drawings and specifications.     3. Construct base brickwork/blockwork.   3.1. Mortar mix is prepared and checked for conformity and bricks/blocks laid to set out to specifications and standards.3.2. Brickwork/blockwork gauge is determined and set out rod is prepared.3.3. Base brickwork/blockwork is constructed for veneer construction to requirements of regulations and specifications.3.4. Sub-floor ventilation is installed in accordance with specifications.     4. Construct veneer walls.   4.1. Structural frame is checked to ensure it is ready for brick or block veneer construction maintaining minimum cavity. 4.2. Damp proof courses are installed to specifications and in accordance with standards.4.3. Ventilation for veneer construction is built to specifications and requirements of standards.4.4. Wall ties are positioned and correctly fixed to framework to standards.4.5. Openings are constructed and flashings installed to job specifications.4.6. Cavities are kept clear of mortar droppings and bridging.4.7. Lintels are installed to job specifications.4.8. Top brickwork/blockwork is constructed to eaves/gable level in accordance with standards.4.9. Veneer gable is constructed as required by plans and specifications.4.10. Walls are built to gauge straight and true in plumb, line and level within standards tolerance.4.11. Control joints are formed in accordance with locations on job drawings, specifications and standards.4.12. Weepholes, brick/block reinforcing, vermin proofing and wall flashing are located and built in to job specifications.4.13. Sill bricks are cut where required and laid to line in accordance with job specifications.     5. Rake/rule joints and clean face.   5.1. Joints of laid brickwork/blockwork are raked or ruled to correct depth and profile in accordance with job specifications.5.2. Brickwork/blockwork is brushed down prior to drying to remove unwanted mortar and face is cleaned.5.3. Excess mortar is removed from brick/blockwork surfaces and cavities are cleaned free of mortar and debris in accordance with manufacturer recommendations, job specifications and standards.     6. Clean up.   6.1. Work area is cleared and materials disposed of, reused or recycled in accordance with legislation, regulations, codes of practice and job specification.6.2. Plant, tools and equipment are cleaned, checked, maintained and stored in accordance with manufacturer recommendations and standard work practices.",,,,
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCBL3003A,Carry out cavity brick construction,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCBL3003,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,040309,Bricklaying And Stonemasonry,,,,,,,,False,,False,"Element Performance criteria    1. Prepare for work.   1.1. Work instructions, including plans, specifications, quality requirements and operational details are obtained from relevant information, confirmed and applied to determine bricklaying and blocklaying tasks. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Signage and barricade requirements are identified and implemented.1.4. Plant, tools and equipment selected to carry out tasks are consistent with job requirements, checked for serviceability, and any faults are rectified or reported prior to commencement. 1.5. Material quantity requirements are calculated in accordance with plans, specifications and quality requirements. 1.6. Materials appropriate to the work application, including required fire resistance rating, are identified, obtained, prepared, safely handled and located ready for use. 1.7. Environmental requirements are identified for the project in accordance with environmental plans and statutory and regulatory authority obligations, and are applied.      2. Set out brickwork/ blockwork.   2.1. Bricks and/or blocks are identified, selected and checked for conformity with specifications and compliance with standards.2.2. Work platform is erected in accordance with regulatory and workplace requirements.2.3. Location and structural details of brickwork/blockwork are identified from job drawings and job specifications. 2.4. Base brickwork below floor construction is set out to location, dimensions and specifications in compliance with standards.2.5. Load bearing brickwork, including engaged piers, dwarf walls, isolated piers and corbelling are set out to job drawings and specifications.2.6. Cavity brick wall is set out to requirements of job drawings.     3. Construct base brickwork/ blockwork.   3.1. Mortar mix is prepared and checked for conformity and bricks/blocks are laid to set out according to specifications and standards.3.2. Brickwork/blockwork gauge is determined and set out rod is prepared.3.3. Base brickwork/blockwork is constructed for cavity construction to requirements of regulations and specifications.     4. Position door and window frames.   4.1. Window frames are located and built in to cavity walls to specification, and are protected from mortar droppings during construction.4.2. Door jambs are located, built in and fixed to cavity walls and single leaf walls according to job drawings and specifications.     5. Construct brick walls.   5.1. Brick or block cavity construction walls are constructed to job specifications and standards. 5.2. Damp proof courses and flashings are laid/built in to job specifications.5.3. Ventilation for solid brick construction is built to requirements of job specification and regulations.5.4. Walls are to be straight and true in plumb, line and level within standard tolerances.5.5. Wall ties are positioned to comply with standards.5.6. Openings are constructed and flashing is installed to job specifications.5.7. Lintels are installed to job specifications.5.8. Control joints are formed in accordance with locations on job drawings and standards.5.9. Weepholes, brick reinforcing, vermin proofing and wall flashings are located and built in to job specifications.5.10. Gables and parapets are constructed by plans and specifications.5.11. Sill bricks are cut and laid to line in accordance with job specifications.5.12. Tie down and lateral support systems for ceiling/roof structures are installed to walls in accordance with plans, specifications and standards.     6. Rake or rule joints.   6.1. Joints of laid brickwork/blockwork are raked or ruled to correct depth and profile in accordance with job specifications.6.2. Brickwork/blockwork is brushed down prior to drying to remove unwanted mortar.6.3. Excess mortar is removed from brick/blockwork surfaces and cavities are cleaned free of mortar and debris in accordance with manufacturer recommendations, job specifications and standards.     7. Clean up.   7.1. Work area is cleared and materials disposed of, reused or recycled in accordance with legislation, regulations, codes of practice and job specification.7.2. Plant, tools and equipment are cleaned, checked, maintained and stored in accordance with manufacturer recommendations and standard work practices.",,,,
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCBL3004A,Construct masonry steps and stairs,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCBL3004,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,040309,Bricklaying And Stonemasonry,,,,,,,,False,,False,"Element Performance criteria    1. Prepare for work.   1.1. Work instructions, including plans, specifications, quality requirements and operational details, are obtained, confirmed and applied from relevant information to determine bricklaying and blocklaying tasks. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Signage and barricade requirements are identified and implemented. 1.4. Plant, tools and equipment selected to carry out tasks are consistent with job requirements, checked for serviceability, and any faults are rectified or reported prior to commencement. 1.5. Material quantity requirements are calculated in accordance with plans, specifications and quality requirements. 1.6. Materials appropriate to the work application are identified, obtained, prepared, safely handled and located ready for use. 1.7. Environmental requirements are identified for the project in accordance with environmental plans and statutory and regulatory authority obligations, and are applied.      2. Set out brickwork/ blockwork.   2.1. Work platform is erected in accordance with regulatory and workplace requirements and brick and block stair construction requirements. 2.2. Location and relative level of prepared footing are checked from job drawings and specifications. 2.3. Rise and going of flight and individual steps are calculated to codes and workplace requirements. 2.4. Flight and individual steps are set out from calculations and job drawings.      3. Lay bricks/blocks forming steps and wing walls.   3.1. Mortar mix is prepared and checked for conformity and bricks/blocks are laid to set out according to specifications, standards and codes. 3.2. Base brickwork is constructed to specifications and requirements of standards and codes. 3.3. Steps are formed square, level, plumb and true and laid to specified bond. 3.4. Profile of steps is constructed to bond and design, aligned and plumb to specifications. 3.5. Parallel wing walls are formed to step alignment in accordance with specifications. 3.6. Jointing is carried out to job specifications. 3.7. Brickwork/blockwork is laid to line and set out with gauge and completed to job drawings, specifications, standards and codes. 3.8. Brick/block faces are cleaned free of mortar.      4. Clean up.   4.1. Work area is cleared and materials disposed of, reused or recycled in accordance with legislation, regulations, codes of practice and job specification. 4.2. Plant, tools and equipment are cleaned, checked, maintained and stored in accordance with manufacturer recommendations and standard work practices.",,,,
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCBL3005A,Lay masonry walls and corners,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCBL3005,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,040309,Bricklaying And Stonemasonry,,,,,,,,False,,False,"Element Performance criteria    1. Prepare for work.   1.1. Work instructions, including plans, specifications, quality requirements and operational details, are obtained, confirmed and applied from relevant information to determine bricklaying and blocklaying tasks. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Signage and barricade requirements are identified and implemented.1.4. Plant, tools and equipment selected to carry out tasks are consistent with job requirements, checked for serviceability, and any faults are rectified or reported prior to commencement. 1.5. Material quantity requirements are calculated in accordance with plans, specifications and quality requirements. 1.6. Materials appropriate to the work application are identified, obtained, prepared, safely handled and located ready for use. 1.7. Environmental requirements are identified for the project in accordance with environmental plans and statutory and regulatory authority obligations, and are applied.      2. Prepare materials and work site.   2.1. Work platform is erected in accordance with regulatory and workplace requirements.2.2. Bricks/blocks are selected according to quality requirements and specifications.2.3. Materials for mortar are selected to requirements of specification, standards and codes.2.4. Location of blockwork/brickwork is set out on reinforced concrete footing slab in accordance with dimensions and details from job drawings.2.5. Mortar is mixed in accordance with job specifications, standards and codes.2.6. Brickwork/blockwork gauge is determined and set out rod is prepared.     3. Lay bricks/blocks.   3.1. Mortar mix is prepared and checked for conformity and applied evenly to job and set out location.3.2. Bricks/blocks are located to job set out according to specifications, standards and codes.3.3. Bricks/blocks walls are to be straight and true in plumb, line and level within standard tolerances and codes.3.4. Bricks/blocks are laid maintaining stretcher bond throughout construction to specifications, standards and codes and using appropriate joints in brick and block walls and corners. 3.5. Bricks are cut.3.6. Corners are formed maintaining bond and perpendicular intersection of both surfaces.3.7. Horizontal reinforcement is placed and laid to bed joints to specifications, where applicable. 3.8. Brickwork/blockwork is laid and completed to job drawings, specifications, standards and codes.     4. Finish joints.   4.1. Excess mortar is removed from brick/blockwork surfaces and cavities are cleaned free of mortar and debris in accordance with manufacturer recommendations, job specifications, standards and codes.4.2. Joints of laid brickwork/blockwork are raked, struck or ruled to correct profile and depth to job specifications.4.3. Brickwork/blockwork is brushed down prior to drying to remove unwanted mortar.     5. Clean up.   5.1. Work area is cleared and materials disposed of, reused or recycled in accordance with legislation, regulations, codes of practice and job specification.5.2. Plant, tools and equipment are cleaned, checked, maintained and stored in accordance with manufacturer recommendations and standard work practices.",,,,
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCBL3006A,Lay multi-thickness walls and piers,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCBL3006,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,040309,Bricklaying And Stonemasonry,,,,,,,,False,,False,"Element Performance criteria    1. Prepare for work.   1.1. Work instructions, including plans, specifications, quality requirements and operational details, are obtained, confirmed and applied from relevant information. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Signage and barricade requirements are identified and implemented.1.4. Plant, tools and equipment selected to carry out tasks are consistent with job requirements, checked for serviceability, and any faults are rectified or reported prior to commencement. 1.5. Material quantity requirements are calculated in accordance with plans, specifications and quality requirements. 1.6. Materials appropriate to the work application are identified, obtained, prepared, safely handled and located ready for use. 1.7. Environmental requirements are identified for the project in accordance with environmental plans and statutory and regulatory authority obligations, and are applied.      2. Set out brickwork.   2.1. Work platform is erected in accordance with regulatory and workplace requirements.2.2. Location and structural details of multi-thickness brickwork are determined from drawings and specifications. 2.3. Set out area is located and footing is checked for conformity to dimensions and location as per job drawings, specifications and standards.2.4. Brickwork is set out to location according to dimensions from drawings and specifications.     3. Construct walls and attached piers.   3.1. Mortar is mixed and bricks are laid to set out for base and specified bond types in accordance with specifications and standards. 3.2. Multi-thickness wall is constructed maintaining bond, and is completed to job specifications and standards.3.3. Attached piers are bonded to wall according to job specifications.3.4. Walls are to be straight and true in plumb line and level within standard tolerances.3.5. Damp proof courses are built to specifications and standards.3.6. Openings are constructed and lintels are installed to job specifications and standards.3.7. Tie down and lateral support systems for ceiling and roof structures are installed to walls in accordance with plans, specifications, codes and standards.     4. Construct isolated piers.   4.1. Bricks are laid to set out and specified bond.4.2. Piers are constructed to application and requirements for line, level and plumb in construction projects, and bond is maintained to job specifications.     5. Finish joints.   5.1. Excess mortar is removed from brickwork surfaces and cavities are cleaned free of mortar and debris in accordance with manufacturer recommendations, job specifications, standards and codes.5.2. Joints of laid brickwork are raked or ruled to correct profile and depth in accordance with job specifications.5.3. Brickwork is brushed down prior to drying to remove unwanted mortar.     6. Clean up.   6.1. Work area is cleared and materials disposed of, reused or recycled in accordance with legislation, regulations, codes of practice and job specification.6.2. Plant, tools and equipment are cleaned, checked, maintained and stored in accordance with manufacturer recommendations and standard work practices.",,,,
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCBL3007A,Install glass blockwork,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCBL3007,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,040309,Bricklaying And Stonemasonry,,,,,,,,False,,False,"Element Performance criteria    1. Prepare for work.   1.1. Work instructions, including plans, specifications, quality requirements and operational details, are obtained, confirmed and applied from relevant information to determine laying of glass blockwork. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Signage and barricade requirements are identified and implemented.1.4. Plant, tools and equipment selected to carry out tasks are consistent with job requirements, checked for serviceability, and any faults are rectified or reported prior to commencement. 1.5. Material quantity requirements are calculated in accordance with plans, specifications and quality requirements. 1.6. Materials appropriate to the work application are identified, obtained, prepared, safely handled and located ready for use. 1.7. Environmental requirements are identified for the project in accordance with environmental plans and statutory and regulatory authority obligations, and are applied.      2. Prepare for installation.   2.1. Location and dimensions of glass blockwork are determined from plans and specifications.2.2. Work platform is erected in accordance with regulatory authorities' and workplace requirements.2.3. Area for set out is located and base and abutting surfaces are checked for level and plumb, and are finished to specifications.2.4. Surface area preparation for blockwork installation is checked to be clean, dry and in accordance with manufacturer recommendations, plans and specifications.2.5. Wall or section of blockwork is set out to base details according to plans and specifications.2.6. Mortar mix is prepared and checked for conformity to specifications and standards.     3. Install glass blocks.   3.1. If required by specifications, frame is installed onto the base and fixed into position in accordance with manufacturer requirements.3.2. Mortar mix is applied according to manufacturer recommendations, standards, plans and specifications.3.3. Glass blocks are laid to set out line, plumb, level and to design pattern in accordance with manufacturer recommendations, plans and specifications. 3.4. Glass blockwork installation is completed to standards, plans and specifications.3.5. Glass blockwork joints are tool finished to achieve specified finish in accordance with manufacturer recommendations, standards, plans and specifications.3.6. Excess mortar mix is removed from glass blockwork and surfaces are cleaned in accordance with manufacturer recommendations, standards, plans and specifications.     4. Clean up.   4.1. Work area is cleared and materials disposed of, reused or recycled in accordance with legislation, regulations, codes of practice and job specification.4.2. Plant, tools and equipment are cleaned, checked, maintained and stored in accordance with manufacturer recommendations and standard work practices.",,,,
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCBL3009A,Install flashings and damp proof course,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCBL3009,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,040313,"Ceiling, Wall And Floor Fixing",,,,,,,,False,,False,"Element Performance criteria    1. Prepare for work.   1.1. Work instructions, including plans, specifications, quality requirements and operational details, are obtained, confirmed and applied from relevant information to determine damp proofing applications. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Signage and barricade requirements are identified and implemented.1.4. Plant, tools and equipment selected to carry out tasks are consistent with job requirements and type of construction, are checked for serviceability, and any faults are rectified or reported prior to commencement. 1.5. Material quantity requirements are calculated in accordance with plans, specifications and quality requirements. 1.6. Materials appropriate to the work application are identified, obtained, prepared, safely handled and located ready for use. 1.7. Environmental requirements are identified for the project in accordance with environmental plans and statutory and regulatory authority obligations, and are applied.      2. Identify damp proofing requirement.   2.1. Type of flashing and damp proofing material are identified in accordance with job specifications, state of structure and job safety (OHS) requirements.2.2. Area of structure requiring damp proofing is identified from job drawings and specifications or site inspection.2.3. Area of structure requiring damp proofing is inspected for defects and soundness, in accordance with job and manufacturer specifications.     3. Prepare surface.   3.1. Defects are identified, corrected and made good to requirements of manufacturer specifications.3.2. Surface preparation of structure requiring damp proofing is carried out to manufacturer specifications.      4. Install DPC.   4.1. Damp proof is installed in accordance with work drawings and manufacturer specification.4.2. Flashing or damp proof course is laid and lapped in accordance with manufacturer specifications. 4.3. Damp proof material is applied with a consistent mortar bed on top and bottom.4.4. DPC is folded to follow shape of surrounding structures.     5. Install moisture proof barrier or flashings.   5.1. Flashing materials are prepared for application to surrounding structures in accordance with design drawings and manufacturer recommendations. 5.2. Flashing material is laid, lapped and joined to follow shape of surrounding structure.5.3. Flashings or moisture barrier material is formed and sealed around openings.5.4. Flashing and DPC are installed to project outside of mortar joint on external surface, and outside of brickwork in accordance with manufacturer specifications.     6. Clean up.   6.1. Work area is cleared and materials disposed of, reused or recycled in accordance with legislation, regulations, codes of practice and job specification.6.2. Plant, tools and equipment are cleaned, checked, maintained and stored in accordance with manufacturer recommendations and standard work practices.",,,,
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCBL3010A,Construct masonry arches,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCBL3010,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,040309,Bricklaying And Stonemasonry,,,,,,,,False,,False,"Element Performance criteria    1. Prepare for work.   1.1. Work instructions, including plans, specifications, quality requirements and operational details, are obtained, confirmed and applied from relevant information to determine the required brick and blocklaying tasks. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Signage and barricade requirements are identified and implemented.1.4. Plant, tools and equipment selected to carry out tasks are consistent with job requirements, checked for serviceability, and any faults are rectified or reported prior to commencement. 1.5. Material quantity requirements are calculated in accordance with plans, specifications and quality requirements. 1.6. Materials appropriate to the work application are identified, obtained, prepared, safely handled and located ready for use. 1.7. Environmental requirements are identified for the project in accordance with environmental plans and statutory and regulatory authority obligations, and are applied.      2. Set out first course.   2.1. Location and line of brickwork/blockwork wall are set out on concrete footing/slab to job drawings.2.2. Span of masonry arch is determined from prepared allotted arch centre plus 4mm. 2.3. Arch spans are set out to location for first course.     3. Construct wall to arch level.   3.1. Mortar mix is prepared and bricks/blocks are laid to form wall to set out.3.2. All work is carried out to specifications and standards.3.3. Gauge of abutting walls is maintained within standard tolerance at each course level.3.4. Plumb and alignment of vertical wall face are maintained.3.5. Bricks are cut.3.6. Bricks/blocks are laid level and to line over length of wall.3.7. Abutment jambs/piers are laid vertical up to springing line.3.8. Bricks/blocks are laid in stretcher bond to springing line of arch with perpendicular joints maintained in vertical line.     4. Construct arch centre.   4.1. Arch centre is set out and curve is drawn up in accordance with specifications and plan.4.2. Plan is transferred to material and cut to shape.     5. Set up arch centre.   5.1. Height to springing line is determined and height to crown of arch is confirmed to be within standard tolerance.5.2. Height of toms and wedges or adjustable metal props are determined to set up and support timber arch centre.5.3. Supports are adjusted to ensure arch centre is level at right angles to wall face and level across springing line.5.4. Props, toms, packers and wedges are located for easy removal.5.5. Position of central key brick/block is established for gauged arch and tape used to mark gauge.     6. Cut and lay bricks/blocks to form arch.   6.1. Bricks and blocks are cut and laid on centre to form arch to specifications.6.2. Joints are maintained to equal size and parallel on the extrados of an arch.6.3. Same size wedge shape is maintained on face.6.4. Centreline of key brick/block wedge is maintained through vertical centre line of arch.6.5. Even joint thickness is maintained around extrados for cut brickwork and blockwork.6.6. All bricks are cut and laid to maintain even joints.6.7. All joints are struck evenly to depth and shape to specifications.     7. Clean up.   7.1. Work area is cleared and materials disposed of, reused or recycled in accordance with legislation, regulations, codes of practice and job specification.7.2. Plant, tools and equipment are cleaned, checked, maintained and stored in accordance with manufacturer recommendations and standard work practices.",,,,
